,MSEPred_all,MSECtrl_all,NormMSE_all,Pearson_all,NormPearson_all,Spearman_all,NormSpearman_all,PredCosine_all,CtrlCosine_all,NormCosine_all,SameDirect_all,DiffDirect_all,MSEPred_degs,MSECtrl_degs,NormMSE_degs,Pearson_degs,NormPearson_degs,Spearman_degs,NormSpearman_degs,PredCosine_degs,CtrlCosine_degs,NormCosine_degs,SameDirect_degs,DiffDirect_degs,cov_pert,covariate,perturbation,cov_seen,pert_seen,split
a549+IFNG_PARP12,0.040867835,0.004053232,10.082778,0.98895335,0.15123492,0.831755904020733,0.19414993289633556,0.9915502474852701,0.9990637237725513,0.9924794824309008,1974,1358,1.0675091743469238,1.4695298671722412,0.7264290452003479,,,,,,,,1.0,0.0,a549+IFNG_PARP12,a549+IFNG,PARP12,False,True,0
a549+IFNG_PIK3CA,0.050601687,0.007997785,6.326963,0.9871479,0.22613862,0.7762001075107325,0.25997739961797656,0.9899696321543948,0.9982361019964316,0.9917189231830984,2068,1222,,,,,,,,,,,,,a549+IFNG_PIK3CA,a549+IFNG,PIK3CA,False,True,0
a549+IFNG_PLEK,0.042259444,0.007436299,5.6828594,0.9883821,0.23571473,0.807481282851865,0.2733268398686106,0.991049140870692,0.9983876690027802,0.9926496206234016,2059,1192,,,,,,,,,,,,,a549+IFNG_PLEK,a549+IFNG,PLEK,False,True,0
a549+IFNG_PPARG,0.07417604,0.089293554,0.8306987,0.97486854,0.38838723,0.7958424144725396,0.46336183094184,0.9795763016607074,0.98593349814012,0.9935521041820722,2293,832,0.5307595729827881,0.7101876139640808,0.7473512291908264,0.8467943668365479,-0.1412375569343567,0.7097769616638449,-0.16999999999999998,0.9094466909387796,0.9173017163604389,0.9914368137750516,20.0,5.0,a549+IFNG_PPARG,a549+IFNG,PPARG,False,False,0
a549+IFNG_PRDM1,0.04181383,0.005970198,7.0037594,0.98813534,0.12451709,0.8266513214635755,0.1950668262261509,0.9909327531317215,0.9986320382161975,0.9922901681602075,1979,1362,0.9267325401306152,2.041809320449829,0.45387810468673706,,,,,,,,1.0,0.0,a549+IFNG_PRDM1,a549+IFNG,PRDM1,False,True,0
a549+IFNG_PTGES3,0.0501071,0.03986528,1.2569107,0.9829594,0.407947,0.7725088708233847,0.45928639996108983,0.9865793608128473,0.9929861154093297,0.9935479917623607,2316,850,0.2530040442943573,0.49276110529899597,0.5134415626525879,0.6668660044670105,0.25354135036468506,0.5776923076923076,0.17307692307692307,0.8529373831918772,0.9319645976299687,0.9152036304393304,22.0,3.0,a549+IFNG_PTGES3,a549+IFNG,PTGES3,False,False,0
a549+IFNG_PTPN11,0.042262882,0.0038292,11.037001,0.98878,0.097083844,0.8276910823700198,0.11341768985241449,0.9914411985529382,0.9991132187544395,0.9923211703563829,1916,1469,,,,,,,,,,,,,a549+IFNG_PTPN11,a549+IFNG,PTPN11,False,True,0
a549+IFNG_RARRES3,0.056527235,0.06996264,0.80796313,0.9788694,0.51131904,0.7494024282009846,0.5654987815249275,0.9831693109681032,0.988998559292482,0.9941059081738713,2454,681,0.28586307168006897,0.5641378164291382,0.5067256093025208,0.893002450466156,0.3441672921180725,0.44923076923076927,0.33384615384615385,0.9232004360210195,0.9129107137007239,1.0112713348259257,20.0,5.0,a549+IFNG_RARRES3,a549+IFNG,RARRES3,False,True,0
a549+IFNG_RFX5,0.041619588,0.019467358,2.1379166,0.9873121,0.40537444,0.803652832508778,0.41381525133874575,0.9901258692587497,0.996387253031501,0.9937159134124799,2248,936,0.31185200810432434,0.41695505380630493,0.7479271292686462,0.4008132219314575,0.6750516891479492,0.5392156862745099,0.26715686274509803,0.7682904031640385,0.9734345081572474,0.7892574145727016,12.0,5.0,a549+IFNG_RFX5,a549+IFNG,RFX5,False,True,0
a549+IFNG_RNF14,0.042250037,0.009730159,4.342173,0.9880526,0.26294488,0.8104807408061998,0.290817873626794,0.9907683296951084,0.99797369544132,0.9927800043436764,2123,1146,,,,,,,,,,,,,a549+IFNG_RNF14,a549+IFNG,RNF14,False,True,0
a549+IFNG_RUNX1,0.040070403,0.0035587456,11.259699,0.9888513,0.11075309,0.8403452625797536,0.1588520299919151,0.9915129970145676,0.9991743923254318,0.9923322741558324,1999,1421,,,,,,,,,,,,,a549+IFNG_RUNX1,a549+IFNG,RUNX1,False,True,0
a549+IFNG_SOX2,0.08932666,0.30865794,0.2894034,0.95567685,0.7778507,0.6856969811658884,0.7464042635644751,0.9632257034850871,0.9595840993140523,1.003794981777666,2630,341,0.5014182329177856,1.4075512886047363,0.35623443126678467,0.432087242603302,0.3752264976501465,0.4103722756078249,0.2946153846153846,0.7904094460966943,0.8390016265082616,0.9420833299050955,22.0,3.0,a549+IFNG_SOX2,a549+IFNG,SOX2,False,True,0
a549+IFNG_SP100,0.040548924,0.0069156587,5.8633494,0.9885541,0.23292956,0.8200842598210747,0.26283985000211496,0.9912026687040733,0.9985016274848112,0.992690088248405,2036,1217,0.5918745398521423,1.2586843967437744,0.47023269534111023,,,,,,,,1.0,0.0,a549+IFNG_SP100,a549+IFNG,SP100,False,True,0
a549+IFNG_SP110,0.047749408,0.029603632,1.6129577,0.98480165,0.4088573,0.7634372112866299,0.4603965348932803,0.9880635852638794,0.9946415081609753,0.9933866394644458,2363,811,0.2488628625869751,0.31872686743736267,0.7808029055595398,0.7636496424674988,-0.3142547011375427,0.6592307692307691,-0.3738461538461539,0.89719730310349,0.9393203591589365,0.9551558148988026,20.0,5.0,a549+IFNG_SP110,a549+IFNG,SP110,False,True,0
a549+IFNG_SRC,0.05035598,0.0046491423,10.831241,0.98824733,0.17268035,0.794813710264073,0.2000608635374974,0.9908721774212432,0.9989255189838592,0.9919379959670986,1998,1341,,,,,,,,,,,,,a549+IFNG_SRC,a549+IFNG,SRC,False,True,0
a549+IFNG_STAT1,0.03251562,0.014455844,2.2493062,0.9914562,0.5260055,0.8252751886308751,0.28088986735176996,0.993446988053036,0.9966489767746654,0.9967872452626284,2048,1276,0.05933592841029167,0.3030600845813751,0.19578932225704193,0.7083483934402466,0.7582496404647827,0.5879120879120878,0.6153846153846153,0.8867663584266479,0.7963076865686296,1.1135976374255707,13.0,0.0,a549+IFNG_STAT1,a549+IFNG,STAT1,False,True,0
